filename,processingtime,label,score
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\jeepney\veh_00001.png,3.5540601000002425,jeepney,0.6024337410926819
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\bus\veh_00002.png,3.5540601000002425,bus,0.4739173352718353
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\jeepney\veh_00003.png,3.5540601000002425,jeepney,0.510151743888855
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\jeepney\veh_00004.png,0.914415100000042,jeepney,0.5362770557403564
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\truck\veh_00005.png,1.1741096999999172,truck,0.6906098127365112
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\jeepney\veh_00006.png,1.3116157999997995,jeepney,0.5261043906211853
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\van\veh_00007.png,1.0226974000001974,van,0.4995858669281006
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\jeepney\veh_00008.png,0.9074962999998206,jeepney,0.4689920246601105
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\jeepney\veh_00009.png,0.9283548999997038,jeepney,0.6671451330184937
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\motorcycle\veh_00010.png,0.8849728999998661,motorcycle,0.6961148977279663
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\van\veh_00011.png,1.5016362000001209,van,0.5921056270599365
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\car\veh_00012.png,3.4938474000000497,car,0.4993956387042999
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\jeepney\veh_00013.png,1.8286593999996512,jeepney,0.6404145359992981
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\van\veh_00014.png,1.393905200000063,van,0.48477664589881897
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\jeepney\veh_00015.png,1.393905200000063,jeepney,0.7929471731185913
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\van\veh_00016.png,1.1831180999997741,van,0.5471543073654175
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\jeepney\veh_00017.png,1.207341499999984,jeepney,0.4802441895008087
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\jeepney\veh_00018.png,1.4573300000001836,jeepney,0.45814958214759827
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\truck\veh_00019.png,1.3096282999999858,truck,0.5801318287849426
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\van\veh_00020.png,1.1878274000000602,van,0.46661633253097534
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\jeepney\veh_00021.png,1.1878274000000602,jeepney,0.6867693662643433
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\jeepney\veh_00022.png,0.9408698000002005,jeepney,0.473020076751709
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\jeepney\veh_00023.png,1.659723700000086,jeepney,0.5277249813079834
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\jeepney\veh_00024.png,1.6090017999999873,jeepney,0.5560088157653809
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\truck\veh_00025.png,0.9903739000001224,truck,0.5775933265686035
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\jeepney\veh_00026.png,1.3174232000001211,jeepney,0.748717188835144
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\motorcycle\veh_00027.png,1.0217674000000443,motorcycle,0.8156195282936096
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\motorcycle\veh_00028.png,0.9592228999999861,motorcycle,0.6045480370521545
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs-ph\Output_image_bytype\tricycle\veh_00029.png,1.0537803000001986,tricycle,0.5683971047401428
