filename,processingtime,label,score
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\jeepney\veh_00001.png,1.8942298000001756,jeepney,0.6047156453132629
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\bus\veh_00002.png,1.8942298000001756,bus,0.47408992052078247
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\jeepney\veh_00003.png,1.8942298000001756,jeepney,0.510151743888855
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\jeepney\veh_00004.png,0.8906749999987369,jeepney,0.5467097759246826
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\jeepney\veh_00005.png,0.9000740999999834,jeepney,0.5261043906211853
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\van\veh_00006.png,0.9190539999999601,van,0.5045322179794312
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\ebike\veh_00007.png,1.925988300001336,ebike,0.6298761963844299
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\jeepney\veh_00008.png,1.3833137000001443,jeepney,0.47122183442115784
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\motorcycle\veh_00009.png,1.5197592000004079,motorcycle,0.6957486271858215
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\van\veh_00010.png,4.985149699999965,van,0.599102258682251
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\car\veh_00011.png,4.225345000000743,car,0.5008113384246826
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\jeepney\veh_00012.png,1.5744321000001946,jeepney,0.6420215964317322
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\van\veh_00013.png,1.4806145000002289,van,0.48510757088661194
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\jeepney\veh_00014.png,1.4806145000002289,jeepney,0.7929471731185913
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\van\veh_00015.png,1.0416999999997643,van,0.5454410314559937
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\jeepney\veh_00016.png,1.1173584000007395,jeepney,0.4815826416015625
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\jeepney\veh_00017.png,1.1745039000015822,jeepney,0.4621722400188446
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\truck\veh_00018.png,1.1199728999999934,truck,0.5813511610031128
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\van\veh_00019.png,1.4047418000009202,van,0.4665045440196991
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\jeepney\veh_00020.png,1.4047418000009202,jeepney,0.6867693662643433
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\truck\veh_00021.png,3.21773629999916,truck,0.4711070656776428
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\jeepney\veh_00022.png,2.6627158999999665,jeepney,0.5277249813079834
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\jeepney\veh_00023.png,1.0823263000002044,jeepney,0.5601577162742615
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\truck\veh_00024.png,1.0368059000011272,truck,0.6345190405845642
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\jeepney\veh_00025.png,1.0368059000011272,jeepney,0.748717188835144
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\motorcycle\veh_00026.png,1.1574216000008164,motorcycle,0.807437539100647
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\jeepney\veh_00027.png,1.1574216000008164,jeepney,0.49021396040916443
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\motorcycle\veh_00028.png,1.3176290999999765,motorcycle,0.6083720922470093
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\tricycle\veh_00029.png,1.0278102000011131,tricycle,0.5674898028373718
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\motorcycle\veh_00030.png,1.0278102000011131,motorcycle,0.45380592346191406
C:\Users\Dylan.Magana\OneDrive - Arup\Desktop\yoloe_vehicle-counting\outputs\sample\Output_image_bytype\van\veh_00031.png,1.0120304000010947,van,0.815180242061615
